ime,cena,kolicina,procent_alkohola,cena_na_enoto
 Glen Elgin 14 Year Old,£475,75cl,43%,£633.33 per litre
 Glenmorangie Finealta,£475,70cl,46%,£678.57 per litre
 Dailuaine 1980,£475,70cl,50.9%,£678.57 per litre
 Bowmore 12 Year Old,£475,75cl,40%,£633.33 per litre
 Braes of Glenlivet 30 Year Old,£490,70cl,50.3%,£700 per litre
 Bruichladdich Centenary (1881-1981),£499,75cl,43%,£665.33 per litre
 Dufftown-Glenlivet 8 Year Old,£499,75cl,46%,£665.33 per litre
 Highland Park Freya,£499,70cl,51.2%,£712.86 per litre
 Clynelish Select Reserve,£499,70cl,54.9%,£712.86 per litre
Balblair 25 Year Old,£499,70cl,46%,£712.86 per litre
 Cardhu 8 Year Old,£500,75cl,43%,£666.67 per litre
 Knockando 1972,£500,75cl,40%,£666.67 per litre
 Lagavulin 12 Year Old,£500,70cl,57.8%,£714.29 per litre
 Talisker 25 Year Old,£500,70cl,58.1%,£714.29 per litre
 Fettercairn 875,£500,75cl,43%,£666.67 per litre
 Littlemill 1991,£500,70cl,50%,£714.29 per litre
 Highland Park 1974,£500,70cl,46%,£714.29 per litre
 Glenury Royal 12 Year Old,£500,75.7cl,40%,£660.50 per litre
 Strathisla 8 Year Old,£500,75cl,40%,£666.67 per litre
 Glenlivet 1974,£500,70cl,43%,£714.29 per litre
 Ardbeg Alligator,£500,70cl,51.2%,£714.29 per litre
 Highland Park 1976,£500,70cl,46%,£714.29 per litre
 Springbank 10 Year Old,£500,75cl,43%,£666.67 per litre
 Highland Park 1981,£500,70cl,46%,£714.29 per litre
 Linkwood 1973,£500,70cl,43%,£714.29 per litre
 Glenmorangie 1993 Ealanta,£500,70cl,46%,£714.29 per litre
 Glen Deveron 15 Year Old,£500,70cl,40%,£714.29 per litre
 Laphroaig 10 Year Old,£500,100cl,43%,
 Glenlivet 1974,£500,70cl,43%,£714.29 per litre
 Mosstowie 1975,£500,70cl,44.5%,£714.29 per litre
 Littlemill 1992,£500,70cl,46%,£714.29 per litre
 Linkwood 1984,£500,70cl,45%,£714.29 per litre
 Tomintoul 1966,£500,70cl,41.5%,£714.29 per litre
 SMWS 1.28 (Glenfarclas),£500,75cl,57.5%,£666.67 per litre
 Highland Park 1976,£500,70cl,46%,£714.29 per litre
 Glenfiddich 30 Year Old,£500,70cl,43%,£714.29 per litre
 Highland Park 1981,£500,70cl,46%,£714.29 per litre
 Littlemill 17 Year Old,£500,75cl,43%,£666.67 per litre
 Mosstowie 17 Year Old,£500,75cl,40%,£666.67 per litre
 Dalwhinnie 30 Year Old,£500,70cl,54.7%,£714.29 per litre
 Glen Grant 21 Year Old,£500,75.7cl,40%,£660.50 per litre
Dalmore Custodian Malt,£500,70cl,52%,£714.29 per litre
 Caol Ila 1981,£500,70cl,54.8%,£714.29 per litre
 Bunnahabhain 1989,£500,70cl,45.5%,£714.29 per litre
 Caol Ila 1989,£500,70cl,42.4%,£714.29 per litre
 Lochside 1981,£500,75cl,50%,£666.67 per litre
 Lochside 1981,£500,70cl,50%,£714.29 per litre
 Lochside 1981,£500,70cl,50%,£714.29 per litre
 Laphroaig 28 Year Old,£525,70cl,44.4%,£750 per litre
 Highland Park 1989,£525,70cl,43.1%,£750 per litre
 The Whisky Trail Cars Series Set,£535,280cl,53.4%,£191.07 per litre
 Dalwhinnie 1989,£545,70cl,51.9%,£778.57 per litre
 Knockando 1965,£550,75cl,43%,£733.33 per litre
 Blair Athol 15 Year Old,£550,70cl,59.4%,£785.71 per litre
Glenfarclas 150th Anniversary,£550,75cl,43%,£733.33 per litre
 Laphroaig 10 Year Old,£550,70cl,55.7%,£785.71 per litre
 Glenury Royal 1984,£550,70cl,50.5%,£785.71 per litre
 Knockando 1967,£550,75cl,43%,£733.33 per litre
 Glen Grant 1976,£550,70cl,46%,£785.71 per litre
 Glenfarclas Morgan 18 Year Old,£550,75cl,43%,£733.33 per litre
 Royal Lochnagar 12 Year Old,£550,70cl,40%,£785.71 per litre
 Isle of Jura 1965,£550,70cl,45%,£785.71 per litre
 Springbank 12 Year Old,£550,70cl,43%,£785.71 per litre
 Scapa 8 Year Old,£550,75cl,57%,£733.33 per litre
 St. Magdalene 1981,£550,70cl,40%,£785.71 per litre
 Glenmorangie 1993,£550,70cl,46%,£785.71 per litre
 Knockando 1967,£550,75cl,43%,£733.33 per litre
 Clynelish Select Reserve 2nd Edition,£550,70cl,56.1%,£785.71 per litre
 Banff 1974,£550,75cl,40%,£733.33 per litre
Benromach 35 Year Old,£550,70cl,43%,£785.71 per litre
 Bowmore 12 Year Old,£550,75cl,43%,£733.33 per litre
 Littlemill 1991,£550,70cl,46%,£785.71 per litre
 Millburn 1983,£550,70cl,59.1%,£785.71 per litre
 Springbank 24 Year Old,£550,70cl,51.7%,£785.71 per litre
 Glenmorangie 10 Year Old,£550,200cl,40%,£275 per litre
 Knockando 1966,£550,75cl,43%,£733.33 per litre
 Strathmill 1980,£550,70cl,60.5%,£785.71 per litre
 SMWS 41.3 (Dailuaine),£550,75cl,57.3%,£733.33 per litre
 Glenlivet 1981,£550,70cl,47.6%,£785.71 per litre
 Laphroaig 10 Year Old,£550,75cl,55.7%,£733.33 per litre
 Laphroaig 10 Year Old,£550,70cl,55.7%,£785.71 per litre
 Highland Park 12 Year Old,£550,100cl,43%,
Tamnavulin-Glenlivet 22 Year Old,£550,75cl,45%,£733.33 per litre
 Laphroaig 1998,£550,70cl,55.2%,£785.71 per litre
 Springbank 12 Year Old,£550,75cl,43%,£733.33 per litre
 Mortlach 1991,£550,70cl,51.7%,£785.71 per litre
 Scapa 8 Year Old,£550,75cl,57%,£733.33 per litre
 Dufftown-Glenlivet 8 Year Old,£550,75cl,46%,£733.33 per litre
 Bruichladdich 27 Year Old,£565,70cl,50.2%,£807.14 per litre
 Mortlach 1999,£570,70cl,56.9%,£814.29 per litre
 Coleburn 1981,£575,70cl,46%,£821.43 per litre
 Teaninich 1983,£575,70cl,57.5%,£821.43 per litre
 Bowmore 1989,£575,70cl,58%,£821.43 per litre
 Imperial 1989,£575,70cl,47.9%,£821.43 per litre
 Miltonduff 1988,£590,70cl,53.1%,£842.86 per litre
 Cragganmore 1985,£595,70cl,53.4%,£850 per litre
Glenmorangie Grand Vintage 1996,£595,70cl,43%,£850 per litre
 Tomatin 36 Year Old,£599,70cl,46%,£855.71 per litre
 Tomatin 36 Year Old,£599,70cl,46%,£855.71 per litre
 Tomatin 36 Year Old,£599,70cl,46%,£855.71 per litre
 Arran 3 Year Old,£600,70cl,60.3%,£857.14 per litre
Glenmorangie Original 1974,£600,50cl,43%,"£1,200 per litre"
 Glenmorangie 1979,£600,70cl,40%,£857.14 per litre
 Glenmorangie Port Wood,£600,70cl,46.5%,£857.14 per litre
 Littlemill 1985,£600,70cl,40%,£857.14 per litre
 Springbank 12 Year Old,£600,75cl,43%,£800 per litre
Lagavulin 1990 Distillers Edition,£600,70cl,43%,£857.14 per litre
 Glenfarclas 15 Year Old,£600,75cl,46%,£800 per litre
 Glenfarclas 8 Year Old,£600,75cl,60%,£800 per litre
 Glenlivet 8 Year Old,£600,75cl,45.8%,£800 per litre
 Glenesk 1974,£600,70cl,52.7%,£857.14 per litre
 Glencadam 12 Year Old,£600,75cl,40%,£800 per litre
 Glenlossie 1984,£600,70cl,59%,£857.14 per litre
 Glenesk 1974,£600,70cl,52.7%,£857.14 per litre
 Highland Park Loki,£600,70cl,48.7%,£857.14 per litre
 Glen Mhor 1978,£600,75cl,65.3%,£800 per litre
 Caol Ila 1983,£600,70cl,55.1%,£857.14 per litre
 Glenfarclas 15 Year Old,£600,75cl,46%,£800 per litre
 Cardhu 12 Year Old,£600,75cl,40%,£800 per litre
 Glenfarclas 15 Year Old,£600,75cl,46%,£800 per litre
 Glenfarclas 15 Year Old,£600,75cl,46%,£800 per litre
 Glenfarclas 15 Year Old,£600,75cl,46%,£800 per litre
 Glenfarclas 15 Year Old,£600,75cl,46%,£800 per litre
 SMWS 71.8 (Glenburgie),£600,70cl,59.3%,£857.14 per litre
 Highland Park 1978,£600,75cl,43%,£800 per litre
 Glen Grant 1984,£600,75cl,57.9%,£800 per litre
 Ardbeg Twenty Something,£600,70cl,46.4%,£857.14 per litre
 Caol Ila 1981,£600,70cl,60.2%,£857.14 per litre
 Glendronach 8 Year Old,£600,75cl,40%,£800 per litre
 Littlemill 1992,£600,70cl,52.2%,£857.14 per litre
 Littlemill 1991,£600,70cl,50.8%,£857.14 per litre
 Lochside 1981,£600,70cl,51.2%,£857.14 per litre
 Littlemill 1990,£600,70cl,49.8%,£857.14 per litre
 Littlemill 1992,£600,70cl,58.4%,£857.14 per litre
 Littlemill 1989,£600,70cl,61.9%,£857.14 per litre
 Littlemill 1990,£600,70cl,53.9%,£857.14 per litre
 Littlemill 1990,£600,70cl,51.1%,£857.14 per litre
 Littlemill 1990,£600,70cl,52.4%,£857.14 per litre
 Littlemill 1990,£600,70cl,55.2%,£857.14 per litre
 Littlemill 22 Year Old,£600,70cl,53.7%,£857.14 per litre
 Littlemill 1991,£600,70cl,52.6%,£857.14 per litre
 Littlemill 1989,£600,70cl,52.9%,£857.14 per litre
 Littlemill 1990,£600,70cl,47.8%,£857.14 per litre
Jura 1989 Rare Vintage,£600,70cl,53.5%,£857.14 per litre
 Glenmorangie 1979,£600,70cl,40%,£857.14 per litre
 Jura 1988 Vintage Series 2,£600,70cl,52.8%,£857.14 per litre
 Bunnahabhain 30 Year Old,£615,70cl,48.5%,£878.57 per litre
 Bowmore 30 Year Old,£615,70cl,46.2%,£878.57 per litre
 Aberlour-Glenlivet 1965,£650,75cl,50%,£866.67 per litre
 Coleburn 1979,£650,70cl,59.4%,£928.57 per litre
 Glencadam 12 Year Old,£650,75cl,40%,£866.67 per litre
 Glenesk Maltings 1969,£650,75cl,60%,£866.67 per litre
Glenmorangie Cognac Matured,£650,70cl,43%,£928.57 per litre
 Lagavulin 1989,£650,70cl,43%,£928.57 per litre
 Brechin 1976,£650,70cl,60.4%,£928.57 per litre
 Brechin 1977,£650,70cl,53.3%,£928.57 per litre
 Hazelwood Reserve (Kininvie) 1990,£650,70cl,52.5%,£928.57 per litre
 Laphroaig 10 Year Old,£650,70cl,40%,£928.57 per litre
 Glenmorangie 10 Year Old,£650,75cl,43%,£866.67 per litre
 Knockando 1964,£650,75cl,40%,£866.67 per litre
 Aultmore 1974,£650,70cl,60.9%,£928.57 per litre
 Glen Keith 1968,£650,70cl,46%,£928.57 per litre
 SMWS 56.6 (Coleburn),£650,70cl,60.3%,£928.57 per litre
 Aberlour-Glenlivet 1965,£650,75cl,50%,£866.67 per litre
 Glenlivet Special Export Reserve,£650,75cl,43%,£866.67 per litre
Knockando 1968 Extra Old Reserve,£650,75cl,43%,£866.67 per litre
 Longmorn 1973,£650,70cl,43%,£928.57 per litre
 Tomatin 36 Year Old,£650,70cl,46%,£928.57 per litre
 Lochside 1981,£650,70cl,46%,£928.57 per litre
 SMWS 53.70 (Caol Ila),£650,70cl,57.9%,£928.57 per litre
 SMWS 53.62 (Caol Ila),£650,70cl,58.1%,£928.57 per litre
 Clynelish 1982,£650,70cl,46%,£928.57 per litre
 Millburn 1983,£650,70cl,59.7%,£928.57 per litre
 Jura 1988 Vintage Series,£650,70cl,53.5%,£928.57 per litre
 Littlemill 1989,£650,70cl,49.4%,£928.57 per litre
 Littlemill 1988,£650,70cl,51.6%,£928.57 per litre
 Littlemill 1989,£650,70cl,53%,£928.57 per litre
 Littlemill 1988,£650,70cl,51.9%,£928.57 per litre
 Glenlivet 12 Year Old,£650,75cl,45.7%,£866.67 per litre
 Springbank 12 Year Old,£650,75cl,46%,£866.67 per litre
 Caol Ila 1984,£655,70cl,48.6%,£935.71 per litre
 Glen Mhor 1965,£660,70cl,43%,£942.86 per litre
 North Port Brechin 1974,£675,75cl,43%,£900 per litre
 Knockando 1965 Extra Old Reserve,£675,75cl,43%,£900 per litre
Dunglas 1967,£699,70cl,46%,£998.57 per litre
 Glenfarclas-Glenlivet 8 Year Old,£699,75cl,40%,£932 per litre
 Glen Flagler 5 Year Old,£699,75cl,40%,£932 per litre
 Glen Flagler 8 Year Old,£699,75cl,40%,£932 per litre
 Millburn 1974,£699,70cl,58.7%,£998.57 per litre
 North Port Brechin 1979,£699,70cl,61.2%,£998.57 per litre
 Linlithgow 1982,£699,70cl,46%,£998.57 per litre
 Linlithgow 1982,£699,70cl,43%,£998.57 per litre
 Glenury 1978,£699,70cl,43%,£998.57 per litre
 Glen Flagler 5 Year Old,£699,200cl,40%,£349.50 per litre
 Glen Flagler 8 Year Old,£699,75cl,43%,£932 per litre
 Glen Flagler 8 Year Old,£699,75cl,40%,£932 per litre
 Linlithgow 1982,£699,70cl,43%,£998.57 per litre
 Linlithgow 1982,£699,70cl,43%,£998.57 per litre
 Glenesk 1983,£699,70cl,55.7%,£998.57 per litre
 Linlithgow 1982,£699,70cl,43%,£998.57 per litre
 Glenisla 1977,£699,70cl,42.3%,£998.57 per litre
 Glenallachie 1978,£699,50cl,55.9%,"£1,398 per litre"
 Littlemill 1989,£700,70cl,51.3%,£999.99 per litre
 Glen Grant 15 Year Old,£700,75.7cl,57%,£924.70 per litre
 Banff 1982,£700,70cl,57.1%,"£1,000 per litre"
 Cragganmore 17 Year Old,£700,75cl,62%,£933.33 per litre
 Glenfarclas 15 Year Old,£700,75cl,45%,£933.33 per litre
 Glen Grant 30 Year Old,£700,70cl,46%,"£1,000 per litre"
 Glenfarclas 12 Year Old,£700,75cl,43%,£933.33 per litre
 Glenfarclas 15 Year Old,£700,75cl,46%,£933.33 per litre
 Glenesk 1974,£700,70cl,48.5%,"£1,000 per litre"
 Glenfarclas 15 Year Old,£700,75cl,40%,£933.33 per litre
 St Magdalene 1980,£700,70cl,40%,"£1,000 per litre"
 Glenugie 1967,£700,70cl,40%,"£1,000 per litre"
 Glenugie 1967,£700,70cl,40%,"£1,000 per litre"
 Dallas Dhu 1968,£700,75cl,40%,£933.33 per litre
 Inverleven 1973,£700,70cl,49%,"£1,000 per litre"
 Highland Park 1973 & Glass Set,£700,70cl,43%,"£1,000 per litre"
 Bowmore 12 Year Old,£700,100cl,43%,
 Glenfarclas 15 Year Old,£700,75.7cl,46%,£924.70 per litre
 Littlemill 1985,£700,70cl,46%,"£1,000 per litre"
 Bowmore 12 Year Old,£700,100cl,43%,
 Caperdonich 1968,£700,70cl,40%,"£1,000 per litre"
 Laphroaig 10 Year Old,£700,70cl,43%,"£1,000 per litre"
 St Magdalene 1982,£700,70cl,46%,"£1,000 per litre"
 Linlithgow 1982,£700,70cl,46%,"£1,000 per litre"
 Bruichladdich 1984,£700,70cl,43.7%,"£1,000 per litre"
 Bruichladdich 1985,£700,70cl,48.7%,"£1,000 per litre"
 Linlithgow 1982,£700,70cl,43%,"£1,000 per litre"
 Ben Nevis 1991,£700,70cl,61.3%,"£1,000 per litre"
 Glenfarclas 1978,£700,70cl,43%,"£1,000 per litre"
 Glen Grant 15 Year Old,£700,75.7cl,40%,£924.70 per litre
 Glenfarclas 8 Year Old,£700,75cl,60%,£933.33 per litre
 Glenfarclas 15 Year Old,£700,75cl,46%,£933.33 per litre
 Glenfarclas 15 Year Old,£700,75cl,45%,£933.33 per litre
 Highland Park 1979,£700,70cl,51.7%,"£1,000 per litre"
 Bruichladdich 1988,£720,70cl,46.2%,"£1,028.57 per litre"
 Caol Ila 1982,£725,70cl,50.6%,"£1,035.71 per litre"
 Caol Ila 1983,£725,70cl,52.7%,"£1,035.71 per litre"
 Aultmore 16 Year Old,£750,70cl,63%,"£1,071.43 per litre"
 Bowmore De Luxe,£750,75cl,43%,"£1,000 per litre"
 Caperdonich 5 Year Old,£750,75cl,40%,"£1,000 per litre"
 Cardhu 15 Year Old,£750,75cl,63%,"£1,000 per litre"
Dallas Dhu Centenary,£750,70cl,40%,"£1,071.43 per litre"
 Dufftown-Glenlivet 8 Year Old,£750,75cl,46%,"£1,000 per litre"
 Glen Albyn 10 Year Old,£750,75cl,43.4%,"£1,000 per litre"
 Glen Grant 20 Year Old,£750,75cl,43%,"£1,000 per litre"
 Glen Grant 25 Year Old,£750,75cl,40%,"£1,000 per litre"
 Glenlivet 1983,£750,70cl,46%,"£1,071.43 per litre"
 Glenmorangie 1988,£750,70cl,56.6%,"£1,071.43 per litre"
 Glenmorangie 1991,£750,70cl,55.7%,"£1,071.43 per litre"
 Glenmorangie 1993,£750,70cl,56.3%,"£1,071.43 per litre"
 Glenmorangie 25 Year Old,£750,70cl,43%,"£1,071.43 per litre"
 Glen Mhor 10 Year Old,£750,75cl,43%,"£1,000 per litre"
 Glen Moray 1981,£750,70cl,57.7%,"£1,071.43 per litre"
 Glenugie 1976,£750,70cl,50%,"£1,071.43 per litre"
 Highland Park 12 Year Old,£750,70cl,40%,"£1,071.43 per litre"
 Linkwood 1974,£750,70cl,54.9%,"£1,071.43 per litre"
 Macallan 1876 Replica,£750,70cl,40.6%,"£1,071.43 per litre"
 Millburn 1975,£750,70cl,58.9%,"£1,071.43 per litre"
 Port Ellen 1981,£750,70cl,40%,"£1,071.43 per litre"
 Port Ellen 1983,£750,70cl,43%,"£1,071.43 per litre"
Bruichladdich Centenary 15 Year Old,£750,75cl,43%,"£1,000 per litre"
 Glenugie 1966,£750,75cl,40%,"£1,000 per litre"
 Lochside 1966,£750,75cl,40%,"£1,000 per litre"
 Glen Garioch 1975,£750,75cl,43%,"£1,000 per litre"
 Cragganmore 12 Year Old,£750,75cl,45.7%,"£1,000 per litre"
 Glenugie 1966,£750,75cl,40%,"£1,000 per litre"
 Glenfarclas 21 Year Old,£750,75cl,43%,"£1,000 per litre"
 Old Pulteney 8 Year Old,£750,75cl,40%,"£1,000 per litre"
 Bowmore 10 Year Old,£750,75cl,40%,"£1,000 per litre"
 Glenfarclas 8 Year Old,£750,75.7cl,60%,£990.75 per litre
 St Magdalene 1982,£750,70cl,46%,"£1,071.43 per litre"
 Glenury Royal 1973,£750,70cl,53.7%,"£1,071.43 per litre"
 Glenugie 1976,£750,70cl,51.8%,"£1,071.43 per litre"
 Glenrothes 8 Year Old,£750,75cl,40%,"£1,000 per litre"
 Macduff 1963,£750,75cl,40%,"£1,000 per litre"
 Linlithgow 1982,£750,70cl,57.3%,"£1,071.43 per litre"
 Glenugie 1980,£750,70cl,52.13%,"£1,071.43 per litre"
 Linlithgow 1982,£750,70cl,63.1%,"£1,071.43 per litre"
 Teaninich 12 Year Old,£750,70cl,43%,"£1,071.43 per litre"
 Glenmorangie 10 Year Old,£750,75cl,40%,"£1,000 per litre"
 Octomore 5 Year Old,£750,70cl,61%,"£1,071.43 per litre"
 Glenugie 1965,£750,70cl,43%,"£1,071.43 per litre"
 Glenlochy 1980,£750,70cl,60.1%,"£1,071.43 per litre"
 SMWS 56.5 (Coleburn),£750,70cl,64.7%,"£1,071.43 per litre"
 SMWS 56.4 (Coleburn),£750,70cl,64.1%,"£1,071.43 per litre"
 Mosstowie 1979,£750,70cl,46%,"£1,071.43 per litre"
 Linlithgow 1975,£750,70cl,46%,"£1,071.43 per litre"
 Glen Keith 1967,£750,75cl,46%,"£1,000 per litre"
 Talisker 1985,£750,70cl,56.1%,"£1,071.43 per litre"
 Glen Mhor 10 Year Old,£750,75cl,43%,"£1,000 per litre"
 Glen Grant 25 Year Old,£750,75cl,40%,"£1,000 per litre"
 Glen Grant 25 Year Old,£750,75cl,40%,"£1,000 per litre"
 Glenfarclas 8 Year Old '105',£750,75cl,60%,"£1,000 per litre"
 Lochside 1966,£750,75cl,40%,"£1,000 per litre"
 Glenmorangie 25 Year Old,£750,70cl,43%,"£1,071.43 per litre"
 Glenugie 1966,£750,75cl,40%,"£1,000 per litre"
 Mannochmore 37 Year Old,£750,70cl,49.4%,"£1,071.43 per litre"
 Mortlach 12 Year Old,£750,75.7cl,40%,£990.75 per litre
 Bowmore 15 Year Old,£750,75cl,40%,"£1,000 per litre"
 Port Ellen 1981,£750,70cl,40%,"£1,071.43 per litre"
 Glenrothes 1978,£750,70cl,43%,"£1,071.43 per litre"
 Laphroaig 10 Year Old,£750,100cl,55.7%,
 Glenfarclas 25 Year Old,£750,75cl,43%,"£1,000 per litre"
 Glenugie 1965,£750,70cl,43%,"£1,071.43 per litre"
 St Magdalene 1982,£750,70cl,50%,"£1,071.43 per litre"
 Linlithgow 1982,£750,70cl,63.4%,"£1,071.43 per litre"
 Talisker 30 Year Old,£750,70cl,45.8%,"£1,071.43 per litre"
 Glenmorangie 1987,£750,70cl,56.4%,"£1,071.43 per litre"
 Macphail's 1964,£750,75cl,40%,"£1,000 per litre"
 Springbank 1979,£750,70cl,46%,"£1,071.43 per litre"
 Glenburgie 1966,£750,70cl,43%,"£1,071.43 per litre"
 Caol Ila 1976,£750,70cl,59.7%,"£1,071.43 per litre"
 Banff 1976,£750,75cl,45%,"£1,000 per litre"
 Strathisla 1972,£750,70cl,43%,"£1,071.43 per litre"
 Miltonduff 14 Year Old,£750,75cl,60.4%,"£1,000 per litre"
 SMWS 4.71 (Highland Park),£750,70cl,56.7%,"£1,071.43 per litre"
 Linlithgow 1975,£750,70cl,46%,"£1,071.43 per litre"
 Caperdonich 1972,£750,70cl,46%,"£1,071.43 per litre"
 Springbank 1993,£750,70cl,53.7%,"£1,071.43 per litre"
 Longmorn 1975,£750,70cl,46%,"£1,071.43 per litre"
 Bowmore 10 Year Old,£750,75cl,40%,"£1,000 per litre"
 Highland Park 26 Year Old,£750,70cl,40.5%,"£1,071.43 per litre"
 Caol Ila 1979,£750,70cl,57.1%,"£1,071.43 per litre"
 Laphroaig 1998,£750,70cl,54.7%,"£1,071.43 per litre"
Glen Scotia 30 Year Old,£750,70cl,50.8%,"£1,071.43 per litre"
 Caol Ila 35 Year Old,£775,70cl,58.1%,"£1,107.14 per litre"
 Tamnavulin 1979,£775,70cl,46.5%,"£1,107.14 per litre"
 Caol Ila 1988,£775,70cl,51.4%,"£1,107.14 per litre"
 Hillside 1971,£799,70cl,62%,"£1,141.43 per litre"
 Talisker 8 Year Old,£799,75.7cl,45.8%,"£1,055.48 per litre"
 Glenmorangie 1974,£800,75cl,43%,"£1,066.67 per litre"
 Glenmorangie 1975,£800,75cl,43%,"£1,066.67 per litre"
 Talisker 25 Year Old,£800,70cl,57.8%,"£1,142.86 per litre"
 Brora 1982,£800,70cl,43%,"£1,142.86 per litre"
 Glenlochy 1968,£800,70cl,43%,"£1,142.86 per litre"
 Glenmorangie 1974,£800,75cl,43%,"£1,066.67 per litre"
 Lagavulin 16 Year Old,£800,100cl,43%,
 Port Ellen 1980,£800,70cl,43%,"£1,142.86 per litre"
 Macallan 1994,£800,70cl,43%,"£1,142.86 per litre"
 Glenmorangie 1974,£800,75cl,43%,"£1,066.67 per litre"
 Linlithgow 1982,£800,70cl,61.6%,"£1,142.86 per litre"
 Lagavulin 16 Year Old,£800,100cl,43%,
 SMWS 15.2,£800,75cl,55.8%,"£1,066.67 per litre"
 Glencadam 25 Year Old,£800,75cl,43%,"£1,066.67 per litre"
 Littlemill 1988,£800,70cl,52.1%,"£1,142.86 per litre"
 Caol Ila 1975,£800,70cl,58%,"£1,142.86 per litre"
 Glenlivet 15 Year Old,£800,75cl,46%,"£1,066.67 per litre"
 Glen Grant 1974,£800,70cl,49.9%,"£1,142.86 per litre"
 Laphroaig 1990,£825,70cl,53.6%,"£1,178.57 per litre"
Glen Moray Mastery 120th Anniversary,£830,70cl,52.3%,"£1,185.71 per litre"
 Glenmorangie 16 Year Old,£850,70cl,56.4%,"£1,214.28 per litre"
 Brora 1981,£850,70cl,43%,"£1,214.29 per litre"
 Caol Ila 1975,£850,70cl,61.3%,"£1,214.29 per litre"
 Glenmorangie 1978,£850,70cl,43%,"£1,214.29 per litre"
 Highland Park 8 Year Old,£850,75cl,43%,"£1,133.33 per litre"
 Lagavulin 1987,£850,70cl,43%,"£1,214.29 per litre"
 Linlithgow 1982,£850,70cl,63.5%,"£1,214.29 per litre"
 Port Ellen 1982,£850,70cl,43%,"£1,214.29 per litre"
 Rosebank 8 Year Old,£850,75cl,40%,"£1,133.33 per litre"
 Talisker 8 Year Old,£850,75cl,45.8%,"£1,133.33 per litre"
 Talisker 12 Year Old,£850,75cl,43%,"£1,133.33 per litre"
 Laphroaig 1989,£850,70cl,50.3%,"£1,214.29 per litre"
 Linlithgow 1982,£850,70cl,50%,"£1,214.29 per litre"
 Port Ellen 1979,£850,70cl,40%,"£1,214.29 per litre"
 St Magdalene 1982,£850,70cl,50%,"£1,214.29 per litre"
 St Magdalene 1982,£850,70cl,50%,"£1,214.29 per litre"
 Balvenie 15 Year Old,£850,70cl,50.4%,"£1,214.29 per litre"
 Highland Park 8 Year Old,£850,75cl,43%,"£1,133.33 per litre"
 Glen Grant 1976,£850,70cl,50%,"£1,214.29 per litre"
 Talisker 8 Year Old,£850,75cl,45.8%,"£1,133.33 per litre"
 Glenfarclas 8 Year Old,£850,75cl,60%,"£1,133.33 per litre"
 Talisker 12 Year Old,£850,75cl,43%,"£1,133.33 per litre"
 Talisker 12 Year Old,£850,75cl,43%,"£1,133.33 per litre"
 Talisker 8 Year Old,£850,75cl,45.8%,"£1,133.33 per litre"
 Brora 1981,£850,70cl,46%,"£1,214.29 per litre"
 Glenlossie-Glenlivet,£850,70cl,43.5%,"£1,214.29 per litre"
 Talisker 8 Year Old,£850,75cl,45.8%,"£1,133.33 per litre"
Wolfburn Inaugural Special Edition 2016,£850,70cl,46%,"£1,214.29 per litre"
 Linlithgow 1982,£850,70cl,62.6%,"£1,214.29 per litre"
 Dufftown 1965,£850,70cl,49.6%,"£1,214.29 per litre"
 Brora 1981,£850,70cl,43%,"£1,214.29 per litre"
 Linlithgow 1982,£850,75cl,63%,"£1,133.33 per litre"
 Springbank 10 Year Old,£850,75.5cl,40%,"£1,125.83 per litre"
 Bowmore 21 Year Old,£850,70cl,43%,"£1,214.29 per litre"
 Old Fettercairn 1967,£850,70cl,40%,"£1,214.29 per litre"
 Highland Park 30 Year Old,£850,70cl,45.2%,"£1,214.29 per litre"
 Glenlivet 15 Year Old,£875,75cl,46%,"£1,166.67 per litre"
 Teaninich 1975,£880,70cl,40.2%,"£1,257.14 per litre"
Dalmore 25 Year Old,£890,70cl,42%,"£1,271.43 per litre"
 Glen Flagler,£899,75cl,40%,"£1,198.67 per litre"
 Port Ellen 1979,£899,70cl,43%,"£1,284.29 per litre"
 Port Ellen 1979,£899,70cl,43%,"£1,284.29 per litre"
Strathmill Centenary (1891-1991),£899,75cl,40%,"£1,198.67 per litre"
 Talisker 12 Year Old,£899,75cl,43.4%,"£1,198.67 per litre"
 Highland Park 1977,£900,70cl,40%,"£1,285.71 per litre"
 Linlithgow 1974,£900,70cl,50%,"£1,285.71 per litre"
Macallan 1841 Replica,£900,70cl,41.7%,"£1,285.71 per litre"
 Port Ellen 12 Year Old,£900,70cl,40%,"£1,285.71 per litre"
 Glenugie 1966,£900,75cl,40%,"£1,200 per litre"
 Glenugie 1966,£900,75cl,40%,"£1,200 per litre"
 Longmorn 1976,£900,70cl,53.6%,"£1,285.71 per litre"
 St Magdalene 1982,£900,70cl,50%,"£1,285.71 per litre"
 Glenlivet 1966,£900,70cl,43%,"£1,285.71 per litre"
 Glen Grant 1974,£900,70cl,47.8%,"£1,285.71 per litre"
Highland Park 30 Year Old,£900,70cl,45.7%,"£1,285.71 per litre"
 Laphroaig 10 Year Old,£900,100cl,43%,
 Laphroaig 10 Year Old,£900,100cl,43%,
 Brora 1981,£900,70cl,46%,"£1,285.71 per litre"
 Glenlivet 1966,£900,70cl,40%,"£1,285.71 per litre"
 Port Ellen 1979,£900,70cl,43%,"£1,285.71 per litre"
 Linlithgow 1975,£900,70cl,50%,"£1,285.71 per litre"
