ime,cena,kolicina,procent_alkohola,cena_na_enoto
 Brora 1981,£900,70cl,46%,"£1,285.71 per litre"
 St Magdalene 1982,£900,75cl,56%,"£1,200 per litre"
 Caperdonich 1968,£900,70cl,44.5%,"£1,285.71 per litre"
 Glenfarclas 21 Year Old,£900,75cl,40%,"£1,200 per litre"
 Caperdonich 1973,£900,70cl,49.2%,"£1,285.71 per litre"
 Longmorn 1976,£900,75cl,58.6%,"£1,200 per litre"
 Ardbeg 1975,£900,70cl,40%,"£1,285.71 per litre"
 Tobermory 1972,£900,75cl,40%,"£1,200 per litre"
 SMWS 4.62 (Highland Park),£900,70cl,53.5%,"£1,285.71 per litre"
Macallan 1851 Inspiration,£900,70cl,41.3%,"£1,285.71 per litre"
 Talisker 1979,£900,75cl,63.2%,"£1,200 per litre"
Glenfarclas 40 Year Old,£915,70cl,43%,"£1,307.14 per litre"
 Glen Grant 1966,£925,70cl,40%,"£1,321.43 per litre"
Macallan Reflexion,£925,70cl,43%,"£1,321.43 per litre"
 Port Ellen 1983,£950,70cl,43%,"£1,357.14 per litre"
 Singleton of Auchroisk 20 Year Old,£950,75cl,59%,"£1,266.67 per litre"
 Port Ellen 1983,£950,70cl,58.1%,"£1,357.14 per litre"
 Laphroaig 1987,£950,70cl,55.6%,"£1,357.14 per litre"
 Port Ellen 1980,£950,70cl,46%,"£1,357.14 per litre"
 Talisker 1974,£950,70cl,44.7%,"£1,357.14 per litre"
 Port Ellen 1980,£950,70cl,46%,"£1,357.14 per litre"
 Port Ellen 1980,£950,70cl,46%,"£1,357.14 per litre"
 Port Ellen 1983,£950,70cl,43%,"£1,357.14 per litre"
 Balblair 33 Year Old + Glass,£950,70cl,45.4%,"£1,357.15 per litre"
 Tomintoul 1972,£965,70cl,45.1%,"£1,378.57 per litre"
 Dufftown 1975,£995,70cl,41.8%,"£1,421.43 per litre"
 Glen Elgin 1975,£995,70cl,45.6%,"£1,421.43 per litre"
 Glenlossie 1975,£995,70cl,43.3%,"£1,421.43 per litre"
 Brora 1981,"£1,000",70cl,50%,"£1,428.57 per litre"
 Brora 1982,"£1,000",70cl,50%,"£1,428.57 per litre"
 Brora 1982,"£1,000",70cl,50%,"£1,428.57 per litre"
 Brora 1982,"£1,000",70cl,50%,"£1,428.57 per litre"
 Brora 1982,"£1,000",70cl,46%,"£1,428.57 per litre"
 Caol Ila 15 Year Old,"£1,000",75cl,43%,"£1,333.33 per litre"
 Dunglass 1967,"£1,000",75cl,46%,"£1,333.33 per litre"
 Glen Grant 1965,"£1,000",70cl,40%,"£1,428.57 per litre"
 Glenlivet 1954,"£1,000",75cl,45.7%,"£1,333.33 per litre"
 Glenmorangie 1981,"£1,000",70cl,54.5%,"£1,428.57 per litre"
 Glenmorangie 1983,"£1,000",70cl,53.2%,"£1,428.57 per litre"
Glenmorangie Claret Finish,"£1,000",70cl,43%,"£1,428.57 per litre"
 Glen Mhor 1965,"£1,000",70cl,49.2%,"£1,428.57 per litre"
 Glenrothes 1973,"£1,000",70cl,43%,"£1,428.57 per litre"
 Glenury Royal 1968,"£1,000",70cl,51.2%,"£1,428.57 per litre"
 Glenury Royal 1971,"£1,000",70cl,61.3%,"£1,428.57 per litre"
 Loch Lomond 1966,"£1,000",70cl,47%,"£1,428.57 per litre"
Macallan 1861 Replica,"£1,000",70cl,42.7%,"£1,428.57 per litre"
 Macduff 1967,"£1,000",70cl,53.8%,"£1,428.57 per litre"
 Port Ellen 1982,"£1,000",70cl,43%,"£1,428.57 per litre"
 Port Ellen 1980,"£1,000",70cl,46%,"£1,428.57 per litre"
 Rosebank,"£1,000",75cl,40%,"£1,333.33 per litre"
 Springbank 12 Year Old,"£1,000",75cl,43%,"£1,333.33 per litre"
 Talisker 8 Year Old,"£1,000",75cl,45.8%,"£1,333.33 per litre"
 Brora 1981,"£1,000",50cl,58.3%,"£2,000 per litre"
 Brora 1981,"£1,000",70cl,53.7%,"£1,428.57 per litre"
 Talisker 30 Year Old,"£1,000",70cl,50.7%,"£1,428.57 per litre"
 Glenury Royal 1970,"£1,000",70cl,57.9%,"£1,428.57 per litre"
 Strathisla 35 Year Old,"£1,000",75cl,40%,"£1,333.33 per litre"
 Glenfarclas 25 Year Old,"£1,000",70cl,43%,"£1,428.57 per litre"
 Balvenie 12 Year Old Classic,"£1,000",75cl,43%,"£1,333.33 per litre"
 Glen Grant 1973,"£1,000",70cl,54.7%,"£1,428.57 per litre"
 Longmorn 1973,"£1,000",70cl,46%,"£1,428.57 per litre"
 Glenlivet 15 Year Old,"£1,000",75cl,45.7%,"£1,333.33 per litre"
 Hillside 1970,"£1,000",75cl,61.1%,"£1,333.33 per litre"
 Glenesk,"£1,000",75cl,40%,"£1,333.33 per litre"
 Macallan 10 Year Old,"£1,000",70cl,40%,"£1,428.57 per litre"
 Port Ellen 1979,"£1,000",70cl,56.3%,"£1,428.57 per litre"
 Talisker 30 Year Old,"£1,000",70cl,53.1%,"£1,428.57 per litre"
 Dalmore 28 Year Old,"£1,000",75cl,45%,"£1,333.33 per litre"
 Brora 1981,"£1,000",70cl,46%,"£1,428.57 per litre"
 Brora 1982,"£1,000",70cl,46%,"£1,428.57 per litre"
 Talisker 8 Year Old,"£1,000",75.7cl,45.8%,"£1,321 per litre"
 Linlithgow 1975,"£1,000",70cl,51.5%,"£1,428.57 per litre"
 Royal Lochnagar 1969,"£1,000",75cl,40%,"£1,333.33 per litre"
 Millburn 1966,"£1,000",75cl,40%,"£1,333.33 per litre"
 Laphroaig 10 Year Old,"£1,000",75cl,43%,"£1,333.33 per litre"
 St Magdalene 1965,"£1,000",70cl,40%,"£1,428.57 per litre"
 Glenlivet 1965,"£1,000",70cl,43%,"£1,428.57 per litre"
 Linlithgow 1975,"£1,000",70cl,50.5%,"£1,428.57 per litre"
 Glen Flagler 8 Year Old,"£1,000",75cl,40%,"£1,333.33 per litre"
 Linlithgow 1975,"£1,000",70cl,51.5%,"£1,428.57 per litre"
Balblair 33 Year Old Gift Set,"£1,000",75cl,45.4%,"£1,333.33 per litre"
 Macallan 1992 Elegancia,"£1,000",100cl,40%,
 North Port Brechin 1974,"£1,000",75cl,66.1%,"£1,333.33 per litre"
 Port Ellen 1980,"£1,000",75cl,40%,"£1,333.33 per litre"
 Glenury Royal 1970,"£1,000",70cl,57%,"£1,428.57 per litre"
 Glenury Royal 1970,"£1,000",70cl,57%,"£1,428.57 per litre"
 Longmorn 1973,"£1,000",70cl,54.9%,"£1,428.57 per litre"
 Brora 1982,"£1,000",70cl,46%,"£1,428.57 per litre"
 Brora 1982,"£1,000",70cl,50%,"£1,428.57 per litre"
 Rosebank,"£1,000",75cl,40%,"£1,333.33 per litre"
 Tomatin 10 Year Old,"£1,000",75cl,43%,"£1,333.33 per litre"
 Talisker 8 Year Old,"£1,000",75cl,45.8%,"£1,333.33 per litre"
 Glen Flagler 8 Year Old,"£1,000",75cl,40%,"£1,333.33 per litre"
 Talisker 8 Year Old,"£1,000",75cl,45.8%,"£1,333.33 per litre"
 Balvenie 12 Year Old Classic,"£1,000",75cl,43%,"£1,333.33 per litre"
 Brora 1981,"£1,000",70cl,46%,"£1,428.57 per litre"
 Brora 1982,"£1,000",70cl,46%,"£1,428.57 per litre"
 Brora 1982,"£1,000",70cl,50%,"£1,428.57 per litre"
 Brora 1982,"£1,000",70cl,46%,"£1,428.57 per litre"
 Bowmore De Luxe,"£1,000",100cl,43%,
 Brora 1981,"£1,000",70cl,46%,"£1,428.57 per litre"
 St Magdalene 1965,"£1,000",75cl,40%,"£1,333.33 per litre"
 Tomintoul 1968,"£1,000",70cl,45.5%,"£1,428.57 per litre"
 Brora 1982,"£1,000",70cl,40%,"£1,428.57 per litre"
 Brora 1981,"£1,000",70cl,50%,"£1,428.57 per litre"
 Laphroaig 30 Year Old,"£1,000",70cl,53.5%,"£1,428.57 per litre"
 Longmorn 1967,"£1,000",70cl,43%,"£1,428.57 per litre"
 Linlithgow 1975,"£1,000",70cl,51.5%,"£1,428.57 per litre"
 Brora 1982,"£1,000",70cl,50%,"£1,428.57 per litre"
 Port Ellen 1980,"£1,000",70cl,59%,"£1,428.57 per litre"
 Brora 1982,"£1,000",70cl,59.9%,"£1,428.57 per litre"
 Glen Grant 1972,"£1,000",70cl,51.1%,"£1,428.57 per litre"
 Glen Grant 1972,"£1,000",75cl,61.5%,"£1,333.33 per litre"
 Glenfarclas 25 Year Old,"£1,000",75cl,43%,"£1,333.33 per litre"
 Glenrothes-Glenlivet 1971,"£1,000",70cl,53.5%,"£1,428.57 per litre"
 Glen Grant 1972,"£1,000",70cl,45%,"£1,428.57 per litre"
 Brora 1982,"£1,000",70cl,40%,"£1,428.57 per litre"
 St Magdalene 1975,"£1,000",70cl,46%,"£1,428.57 per litre"
 Brora 1982,"£1,000",70cl,40%,"£1,428.57 per litre"
 Linlithgow 1975,"£1,000",70cl,58.1%,"£1,428.57 per litre"
 Glenlivet 1961 Smith's,"£1,000",75.7cl,43%,"£1,321 per litre"
 Port Ellen 1976,"£1,000",70cl,55.9%,"£1,428.57 per litre"
 Highland Park 1972,"£1,000",70cl,55.9%,"£1,428.57 per litre"
 Glen Grant 25 Year Old,"£1,000",75.7cl,40%,"£1,321 per litre"
 SMWS 2.67 (Glenlivet),"£1,000",70cl,58.1%,"£1,428.57 per litre"
 Brora 1982,"£1,000",70cl,46%,"£1,428.57 per litre"
 SMWS 14.5 (Talisker),"£1,000",70cl,64.2%,"£1,428.57 per litre"
 Linlithgow 1975,"£1,000",75cl,49.7%,"£1,333.33 per litre"
 Miltonduff 1966,"£1,000",75cl,43.6%,"£1,333.33 per litre"
 Speyside's Finest 1966,"£1,000",70cl,50%,"£1,428.57 per litre"
 Glen Grant 1972,"£1,000",75cl,61.5%,"£1,333.33 per litre"
 Springbank 1975,"£1,000",70cl,50.5%,"£1,428.57 per litre"
 Springbank 1975,"£1,000",70cl,43%,"£1,428.57 per litre"
 SMWS 4.65 (Highland Park),"£1,000",50cl,57.6%,"£2,000 per litre"
 Royal Lochnagar 1971,"£1,000",75cl,56.2%,"£1,333.33 per litre"
 SMWS 4.7 (Highland Park),"£1,000",75cl,60.5%,"£1,333.33 per litre"
 Laphroaig 10 Year Old,"£1,000",75cl,43%,"£1,333.33 per litre"
 Glenlossie 1973,"£1,000",75cl,40%,"£1,333.33 per litre"
 Ardbeg 1992,"£1,000",70cl,50.1%,"£1,428.57 per litre"
 Dailuaine 1973,"£1,075",70cl,45.1%,"£1,535.71 per litre"
 Springbank 21 Year Old,"£1,100",70cl,46%,"£1,571.43 per litre"
 Springbank 21 Year Old,"£1,100",70cl,43%,"£1,571.43 per litre"
 Rosebank 8 Year Old,"£1,100",75cl,40%,"£1,466.67 per litre"
 SMWS 49.13 (St Magdalene),"£1,100",70cl,49.6%,"£1,571.43 per litre"
 Balvenie 12 Year Old Classic,"£1,100",75cl,43%,"£1,466.67 per litre"
 Port Ellen 14 Year Old,"£1,100",70cl,58.3%,"£1,571.43 per litre"
 SMWS 49.4 (St Magdalene),"£1,100",70cl,62.8%,"£1,571.43 per litre"
 Glenugie 1982,"£1,100",70cl,58%,"£1,571.43 per litre"
 Ardbeg 1991,"£1,100",70cl,49.7%,"£1,571.43 per litre"
 SMWS 49.3 (St Magdalene),"£1,100",75cl,63%,"£1,466.67 per litre"
 SMWS 14.7 (Talisker),"£1,100",70cl,62.7%,"£1,571.43 per litre"
 Bunnahabhain 1979,"£1,100",70cl,47.9%,"£1,571.43 per litre"
 Springbank 21 Year Old,"£1,100",70cl,46%,"£1,571.43 per litre"
 Glenlivet 1978,"£1,100",70cl,53.5%,"£1,571.43 per litre"
 Ardbeg 26 Year Old,"£1,100",70cl,47.2%,"£1,571.43 per litre"
 Ardbeg 1974,"£1,100",70cl,43%,"£1,571.43 per litre"
Ardbeg 1977,"£1,200",70cl,46%,"£1,714.29 per litre"
 Balblair 40 Year Old,"£1,200",70cl,42.8%,"£1,714.29 per litre"
 Dailuaine 1980,"£1,200",70cl,63%,"£1,714.29 per litre"
 Glen Flagler 1970,"£1,200",70cl,50.1%,"£1,714.29 per litre"
 Glenlivet 20 Year Old,"£1,200",75cl,45.7%,"£1,600 per litre"
 Glenlivet 25 Year Old,"£1,200",75cl,43%,"£1,600 per litre"
 Glenlivet 25 Year Old,"£1,200",75cl,43%,"£1,600 per litre"
 Glenrothes 1971,"£1,200",70cl,43%,"£1,714.29 per litre"
 Glenrothes 1972,"£1,200",70cl,43%,"£1,714.29 per litre"
 Kinclaith 1966,"£1,200",75cl,40%,"£1,600 per litre"
 Kinclaith 1967,"£1,200",70cl,40%,"£1,714.29 per litre"
 Old Pulteney 1966,"£1,200",70cl,40%,"£1,714.29 per litre"
 Port Ellen 1979,"£1,200",70cl,50%,"£1,714.29 per litre"
 Port Ellen 1979,"£1,200",70cl,50%,"£1,714.29 per litre"
Strathmill Centenary Decanter (1891-1991),"£1,200",75cl,43%,"£1,600 per litre"
 Tamdhu 16 Year Old,"£1,200",75cl,43%,"£1,600 per litre"
Secret Stills No: 2.1 (Cragganmore) 1966,"£1,200",70cl,45%,"£1,714.29 per litre"
 Linlithgow 1982,"£1,200",70cl,65.4%,"£1,714.29 per litre"
Aberlour-Glenlivet Centenary Crystal,"£1,200",75cl,46%,"£1,600 per litre"
 Secret Stills No: 2.2 (Cragganmore) 1966,"£1,200",70cl,45%,"£1,714.29 per litre"
 Benriach 1976,"£1,200",70cl,57.6%,"£1,714.29 per litre"
 Highland Park 1977,"£1,200",70cl,40%,"£1,714.29 per litre"
 Linlithgow 1975,"£1,200",70cl,51.7%,"£1,714.29 per litre"
 Strathisla 1963,"£1,200",70cl,43%,"£1,714.29 per litre"
 Strathisla 1967,"£1,200",70cl,44.5%,"£1,714.29 per litre"
 Glenflagler 1972,"£1,200",70cl,52.6%,"£1,714.29 per litre"
 Glenlivet 21 Year Old,"£1,200",75cl,45.7%,"£1,600 per litre"
 Port Ellen 1977,"£1,200",70cl,56.5%,"£1,714.29 per litre"
 Ord 1965,"£1,200",70cl,40%,"£1,714.29 per litre"
 Glenugie 5 Year Old,"£1,200",75cl,40%,"£1,600 per litre"
 Strathisla 1969,"£1,200",70cl,43%,"£1,714.29 per litre"
 Laphroaig 10 Year Old,"£1,200",70cl,57.3%,"£1,714.29 per litre"
 Balvenie Tun 1401,"£1,200",70cl,49.2%,"£1,714.29 per litre"
 Glenlivet 20 Year Old,"£1,200",75cl,45.7%,"£1,600 per litre"
 Port Ellen 1979,"£1,200",70cl,50%,"£1,714.29 per litre"
 Port Ellen 1979,"£1,200",70cl,50%,"£1,714.29 per litre"
 Port Ellen 1979,"£1,200",70cl,50%,"£1,714.29 per litre"
 Brora 1981,"£1,200",70cl,56.5%,"£1,714.29 per litre"
 Talisker 12 Year Old,"£1,200",100cl,43%,
 Glenlivet 20 Year Old,"£1,200",75cl,45.7%,"£1,600 per litre"
 SMWS 99.11 (Glenugie),"£1,200",70cl,43.4%,"£1,714.29 per litre"
 St. Magdalene 1982,"£1,200",70cl,58.1%,"£1,714.29 per litre"
 Benriach 1976 Peated,"£1,200",70cl,48.8%,"£1,714.29 per litre"
 Brora 1981,"£1,200",70cl,51.3%,"£1,714.29 per litre"
 Bunnahabhain 1966,"£1,200",70cl,40.3%,"£1,714.29 per litre"
 Aberlour 1964,"£1,200",75cl,43%,"£1,600 per litre"
 Strathisla 1967,"£1,200",70cl,43%,"£1,714.29 per litre"
 Longmorn 1973,"£1,200",70cl,45%,"£1,714.29 per litre"
 Brora 1981,"£1,200",70cl,60.8%,"£1,714.29 per litre"
 SMWS 99.12 (Glenugie),"£1,200",70cl,46.7%,"£1,714.29 per litre"
 Port Ellen 1974,"£1,200",70cl,43%,"£1,714.29 per litre"
 Brora 1981,"£1,200",70cl,53.8%,"£1,714.29 per litre"
 Convalmore 1984,"£1,200",70cl,48.2%,"£1,714.29 per litre"
 Glenury Royal 1970,"£1,200",75cl,58.4%,"£1,600 per litre"
 Mortlach 12 Year Old,"£1,200",75cl,43%,"£1,600 per litre"
 Brora 1981,"£1,200",70cl,54.5%,"£1,714.29 per litre"
 Glencraig 1976,"£1,200",70cl,42.6%,"£1,714.29 per litre"
 Tomatin 10 Year Old,"£1,200",75.7cl,40%,"£1,585.20 per litre"
 Brora 1981,"£1,200",75cl,54.5%,"£1,600 per litre"
 Bunnahabhain 43 Year Old,"£1,200",70cl,41.4%,"£1,714.29 per litre"
 Port Ellen 1977,"£1,200",70cl,60.4%,"£1,714.29 per litre"
 Highland Park 1986,"£1,200",75cl,53.8%,"£1,600 per litre"
 Aberlour-Glenlivet Centenary,"£1,200",75cl,40%,"£1,600 per litre"
 Bowmore 1989,"£1,200",70cl,45%,"£1,714.29 per litre"
 Glenfiddich Special Reserva,"£1,200",75cl,43%,"£1,600 per litre"
 Tullibardine 1964,"£1,200",70cl,51.2%,"£1,714.29 per litre"
 Longmorn 1966,"£1,200",70cl,44.3%,"£1,714.29 per litre"
 Tamnavulin 1973,"£1,200",70cl,40%,"£1,714.29 per litre"
 Strathisla 1967,"£1,200",70cl,46%,"£1,714.29 per litre"
 Highland Park 1973,"£1,200",70cl,54.6%,"£1,714.29 per litre"
 Glenlivet 1970,"£1,250",70cl,55.6%,"£1,785.71 per litre"
Glenmorangie 1971,"£1,250",70cl,43%,"£1,785.71 per litre"
 Laphroaig 15 Year Old,"£1,250",75cl,40%,"£1,666.67 per litre"
 Auchentoshan 1965,"£1,250",70cl,45.5%,"£1,785.71 per litre"
 Brora 1983,"£1,250",70cl,52.9%,"£1,785.71 per litre"
 Bunnahabhain 1967,"£1,250",70cl,40.1%,"£1,785.71 per litre"
 Bunnahabhain 1968,"£1,250",70cl,43.1%,"£1,785.71 per litre"
 Laphroaig 15 Year Old,"£1,250",75cl,40%,"£1,666.67 per litre"
 Glen Grant 1961,"£1,250",70cl,40%,"£1,785.71 per litre"
 Glenmorangie 1975,"£1,250",70cl,46.8%,"£1,785.71 per litre"
 Brora 1982,"£1,250",70cl,46.1%,"£1,785.71 per litre"
 Bunnahabhain 1973,"£1,250",70cl,47.9%,"£1,785.71 per litre"
 Brora 1982,"£1,250",70cl,58.6%,"£1,785.71 per litre"
Glenmorangie 1971,"£1,250",70cl,43%,"£1,785.71 per litre"
 Glenkinchie 1964,"£1,250",75cl,40%,"£1,666.67 per litre"
 Glenglassaugh 1961,"£1,250",75cl,40%,"£1,666.67 per litre"
 Bunnahabhain 1967,"£1,250",75cl,45.8%,"£1,666.67 per litre"
 Talisker 12 Year Old,"£1,250",75cl,43%,"£1,666.67 per litre"
 Highland Park 1978,"£1,250",70cl,55%,"£1,785.71 per litre"
 Glenmorangie 1972,"£1,250",75cl,46%,"£1,666.67 per litre"
 Glencraig 1976,"£1,250",70cl,42%,"£1,785.71 per litre"
 Springbank 1975,"£1,250",70cl,55.8%,"£1,785.71 per litre"
Benromach 1977 Vintage,"£1,250",70cl,49.6%,"£1,785.71 per litre"
 Glenglassaugh 1978,"£1,250",70cl,40.9%,"£1,785.71 per litre"
 Caperdonich 1982,"£1,250",70cl,46.6%,"£1,785.71 per litre"
 Bruichladdich 1965,"£1,250",70cl,41.8%,"£1,785.71 per litre"
 Port Ellen 1980,"£1,250",70cl,54.2%,"£1,785.71 per litre"
 Port Ellen 1982,"£1,250",70cl,49%,"£1,785.71 per litre"
 Glen Grant 1971,"£1,250",70cl,54.8%,"£1,785.71 per litre"
 Glen Grant 1970,"£1,250",70cl,54.1%,"£1,785.71 per litre"
 Glen Grant 1970,"£1,250",70cl,53.6%,"£1,785.71 per litre"
 Glen Grant 1970,"£1,250",70cl,52.6%,"£1,785.71 per litre"
 Glenmorangie 1972,"£1,250",75cl,46%,"£1,666.67 per litre"
 Talisker 12 Year Old,"£1,250",75cl,43.4%,"£1,666.67 per litre"
 North Port Brechin 1981,"£1,275",70cl,57.2%,"£1,821.43 per litre"
 Glenlivet 1973,"£1,275",70cl,43.1%,"£1,821.43 per litre"
 Bruichladdich 1965,"£1,300",75cl,48.8%,"£1,733.33 per litre"
 Clynelish 12 Year Old,"£1,300",75cl,40%,"£1,733.33 per litre"
Highland Park Thorfinn,"£1,300",70cl,45.1%,"£1,857.14 per litre"
 Glen Grant 1969,"£1,300",70cl,55.6%,"£1,857.14 per litre"
 Bunnahabhain 44 Years Old,"£1,300",70cl,42.4%,"£1,857.14 per litre"
 Glen Grant 1967,"£1,300",70cl,52.5%,"£1,857.14 per litre"
 Glen Grant 1969,"£1,300",70cl,53.9%,"£1,857.14 per litre"
 Auchentoshan 1966,"£1,350",75cl,43%,"£1,800 per litre"
 Bunnahabhain 1966,"£1,350",70cl,40.7%,"£1,928.57 per litre"
 Talisker 30 Year Old,"£1,350",70cl,51.9%,"£1,928.57 per litre"
 Port Ellen 1974,"£1,350",75cl,40%,"£1,800 per litre"
 SMWS 49.1 (St Magdalene),"£1,350",75cl,64.6%,"£1,800 per litre"
 Port Ellen 1981,"£1,350",70cl,46%,"£1,928.57 per litre"
 Auchentoshan 1966,"£1,350",70cl,47.5%,"£1,928.57 per litre"
 Port Ellen 1979,"£1,350",70cl,64.1%,"£1,928.57 per litre"
 SMWS 9.39 (Glen Grant),"£1,350",70cl,51.8%,"£1,928.57 per litre"
 Bunnahabhain 1966,"£1,350",70cl,40.6%,"£1,928.57 per litre"
 Auchentoshan 1966,"£1,350",70cl,43.3%,"£1,928.57 per litre"
 Auchentoshan 1966,"£1,350",75cl,46.6%,"£1,800 per litre"
 Brora 1981,"£1,350",75cl,54.6%,"£1,800 per litre"
 Auchentoshan 1966,"£1,350",75cl,43%,"£1,800 per litre"
 Bunnahabhain 1966,"£1,350",70cl,40.1%,"£1,928.57 per litre"
Crabbie 40 Year Old,"£1,350",70cl,44.5%,"£1,928.57 per litre"
 Auchentoshan 1966,"£1,350",75cl,44.5%,"£1,800 per litre"
 Longmorn 1968,"£1,350",70cl,55.4%,"£1,928.57 per litre"
 Bunnahabhain 1966,"£1,350",70cl,40.7%,"£1,928.57 per litre"
 Highland Park 1972,"£1,350",75cl,55.1%,"£1,800 per litre"
 Highland Park 1972,"£1,350",75cl,60%,"£1,800 per litre"
 Brora 1981,"£1,400",70cl,56.4%,"£2,000 per litre"
 Glenlivet 1951,"£1,400",75cl,45.7%,"£1,866.67 per litre"
 Strathisla 1964,"£1,400",70cl,43%,"£2,000 per litre"
 Clynelish 12 Year Old,"£1,400",75.7cl,40%,"£1,849.41 per litre"
 Springbank 25 Year Old,"£1,400",75cl,43%,"£1,866.67 per litre"
 Strathisla 1965,"£1,400",70cl,43%,"£2,000 per litre"
 Macallan 12 Year Old & 2 Glasses,"£1,400",35cl,43%,"£4,000 per litre"
 Strathisla 1965,"£1,400",70cl,43%,"£2,000 per litre"
 Brora 1981,"£1,400",70cl,59.3%,"£2,000 per litre"
 Glen Esk 1983,"£1,400",70cl,54.4%,"£2,000 per litre"
Benromach Heritage 1975,"£1,400",70cl,54.6%,"£2,000 per litre"
 Port Ellen 1979,"£1,425",70cl,46%,"£2,035.71 per litre"
 Glenmorangie 1981,"£1,450",70cl,46%,"£2,071.43 per litre"
 Glenury 1968,"£1,450",70cl,48.8%,"£2,071.43 per litre"
 Port Ellen 1982,"£1,460",70cl,48.5%,"£2,085.71 per litre"
 Craigduff 1973,"£1,495",70cl,45.4%,"£2,135.71 per litre"
 Mosstowie 1973,"£1,495",70cl,51.6%,"£2,135.71 per litre"
 Ardbeg 10 Year Old,"£1,500",75cl,40%,"£2,000 per litre"
 Bruichladdich 1966,"£1,500",70cl,40.6%,"£2,142.86 per litre"
Bruichladdich 1970,"£1,500",70cl,44.2%,"£2,142.86 per litre"
Bunnahabhain 34 Year Old,"£1,500",70cl,43.5%,"£2,142.86 per litre"
 Caol Ila 20 Year Old,"£1,500",70cl,57.86%,"£2,142.86 per litre"
 Clynelish 1974,"£1,500",70cl,59.1%,"£2,142.86 per litre"
 Dalwhinnie 1966,"£1,500",70cl,47.2%,"£2,142.86 per litre"
 Glenfiddich Straight Malt,"£1,500",75cl,40%,"£2,000 per litre"
 Glenlochy 1969,"£1,500",75cl,58.8%,"£2,000 per litre"
 Glenmorangie 1971,"£1,500",70cl,43%,"£2,142.86 per litre"
 Glenmorangie,"£1,500",70cl,43%,"£2,142.86 per litre"
 Glenrothes 1969,"£1,500",70cl,51.8%,"£2,142.86 per litre"
 Highland Park 1967,"£1,500",70cl,43%,"£2,142.86 per litre"
 Highland Park 1977,"£1,500",70cl,52.1%,"£2,142.86 per litre"
 Lochside 1966,"£1,500",70cl,47.7%,"£2,142.86 per litre"
 Lagavulin 12 Year Old,"£1,500",75cl,43%,"£2,000 per litre"
 Lagavulin 15 Year Old,"£1,500",75cl,45%,"£2,000 per litre"
 Millburn 1967,"£1,500",70cl,50%,"£2,142.86 per litre"
 Port Ellen 1979,"£1,500",70cl,50%,"£2,142.86 per litre"
 Port Ellen 1978,"£1,500",70cl,55.3%,"£2,142.86 per litre"
 Port Ellen 1979,"£1,500",70cl,56.3%,"£2,142.86 per litre"
 Rosebank Ceramic 15 Year Old,"£1,500",75cl,50%,"£2,000 per litre"
 Rosebank 1981,"£1,500",70cl,61.1%,"£2,142.86 per litre"
 Royal Brackla 1964,"£1,500",70cl,45.9%,"£2,142.86 per litre"
 Springbank 15 Year Old,"£1,500",75cl,46%,"£2,000 per litre"
 Springbank 15 Year Old,"£1,500",75cl,46%,"£2,000 per litre"
 St Magdalene 1979,"£1,500",70cl,63.8%,"£2,142.86 per litre"
 Glen Grant 1968,"£1,500",70cl,57.7%,"£2,142.86 per litre"
 Ardbeg 10 Year Old 'MOR',"£1,500",450cl,57.3%,£333.33 per litre
 Port Ellen 1982,"£1,500",70cl,56.8%,"£2,142.86 per litre"
 Glentauchers 1979 Centenary,"£1,500",70cl,40%,"£2,142.86 per litre"
 Brora 25 Year Old,"£1,500",70cl,56.3%,"£2,142.86 per litre"
 Brora 1981,"£1,500",70cl,58.1%,"£2,142.86 per litre"
 Lagavulin 1993,"£1,500",70cl,54.7%,"£2,142.86 per litre"
 Port Ellen 1979,"£1,500",70cl,53.3%,"£2,142.86 per litre"
 Port Ellen 1979,"£1,500",70cl,52.1%,"£2,142.86 per litre"
 Glendronach 1976,"£1,500",70cl,43%,"£2,142.86 per litre"
 Tomatin 1968,"£1,500",75cl,40%,"£2,000 per litre"
 Glenlivet 10 Year Old,"£1,500",75cl,40%,"£2,000 per litre"
 Port Ellen 1979,"£1,500",70cl,54.8%,"£2,142.86 per litre"
 Ardbeg 1975,"£1,500",70cl,50%,"£2,142.86 per litre"
 Ardbeg 1975,"£1,500",70cl,50%,"£2,142.86 per litre"
 Ardbeg 1975,"£1,500",70cl,50%,"£2,142.86 per litre"
 Auchentoshan 1966,"£1,500",75cl,43%,"£2,000 per litre"
 Laphroaig 10 Year Old,"£1,500",100cl,57.3%,
Bowmore Blair Castle Horse Trials 2001,"£1,500",70cl,40%,"£2,142.86 per litre"
 St Magdalene 1979,"£1,500",70cl,63.8%,"£2,142.86 per litre"
 Glen Grant 35 Year Old,"£1,500",75cl,40%,"£2,000 per litre"
 Port Ellen 1982,"£1,500",70cl,52.4%,"£2,142.86 per litre"
 Glen Grant 33 Year Old,"£1,500",75cl,40%,"£2,000 per litre"
 Springbank 21 Year Old,"£1,500",75cl,46%,"£2,000 per litre"
 Dalmore 1980,"£1,500",70cl,45%,"£2,142.86 per litre"
 Glens Extra (Springbank) 8 Year Old,"£1,500",75cl,40%,"£2,000 per litre"
 Glenturret 1965,"£1,500",75cl,43%,"£2,000 per litre"
Port Askaig 45 Year Old,"£1,500",70cl,40.8%,"£2,142.86 per litre"
 Springbank 12 Year Old,"£1,500",75cl,46%,"£2,000 per litre"
 Springbank 12 Year Old,"£1,500",75cl,46%,"£2,000 per litre"
